t,y_syn,y_trend_syn,eps
0,5.183661071639392,5.107217869332261,0.07644320230713117
1,5.08626552086177,5.107544088992371,-0.02127856813060123
2,5.207548958166491,5.107871134110365,0.09967782405612614
3,5.342589908845897,5.1081990046862416,0.23439090415965547
4,5.07249201764884,5.108527700720003,-0.03603568307116299
5,5.072824065799376,5.108857222211648,-0.03603315641227158
6,5.3522249056453575,5.1091875691611754,0.24303733648418202
7,5.2276252378351185,5.109518741568587,0.11810649626653127
8,5.037599676635536,5.109850739433884,-0.07225106279834707
9,5.193682345556332,5.110183562757062,0.08349878279926909
10,5.039198260327234,5.110517211538126,-0.07131895121089199
11,5.039176913562928,5.110851685777073,-0.0716747722141451
12,5.1484244403841055,5.111186985473903,0.03723745491020248
13,4.817073540536928,5.111523110628617,-0.2944495700916893
14,4.846399047024872,5.111860061241215,-0.2654610142163426
15,5.025663038389683,5.1121978373116965,-0.08653479892201356
16,4.9566639842999285,5.112536438840061,-0.15587245454013227
17,5.161237830699724,5.11287586582631,0.04836196487341383
18,4.973473234593752,5.113216118270443,-0.13974288367669063
19,4.8962068007673905,5.113557196172459,-0.21735039540506845
20,5.339459182076121,5.113899099532358,0.2255600825437625
21,5.079495358354031,5.114241828350142,-0.03474646999611074
22,5.124977822988344,5.114585382625809,0.010392440362534444
23,4.8956641884368635,5.11492976235936,-0.2192655739224966
24,5.0314956782128375,5.1152749675507945,-0.08377928933795734
25,5.13269173780803,5.115620998200113,0.017070739607917305
26,4.9388325052142665,5.115967854307315,-0.17713534909304893
27,5.174134624474323,5.116315535872399,0.05781908860192461
28,5.024227085726734,5.116664042895369,-0.09243695716863505
29,5.072122356684694,5.117013375376222,-0.044891018691527854
30,5.024762225280253,5.1173635333149585,-0.09260130803470557
31,5.402776005556052,5.117714516711579,0.28506148884447274
32,5.115989132727964,5.118066325566082,-0.002077192838118506
33,4.955639602708005,5.11841895987847,-0.1627793571704652
34,5.24536025037879,5.118772419648741,0.12658783073004926
35,4.931241585126741,5.119126704876896,-0.1878851197501553
