t,y_syn,y_trend_syn,eps
0,35.87698002194628,35.4428038296005,0.43417619234578403
1,35.32817937276562,35.4490357394625,-0.1208563666968861
2,36.02141086378957,35.45526846258401,0.5661424012055629
3,36.79277734088027,35.46150199896499,1.33127534191528
4,35.26306366101245,35.46773634860547,-0.204672687593015
5,35.26931317463433,35.47397151150545,-0.20465833687112317
6,36.86059216763429,35.48020748766491,1.3803846799693749
7,36.15725642640065,35.48644427708387,0.6708121493167808
8,35.082315877397754,35.492681879762316,-0.4103660023645586
9,35.973170228815796,35.49892029570026,0.47424993311553554
10,35.10008765788681,35.50515952489769,-0.40507186701087944
11,35.10430673571004,35.511399567354616,-0.40709283164457427
12,35.72913884147325,35.51764042307103,0.21149841840222405
13,33.85149018116625,35.52388209204695,-1.672391910880701
14,34.02237962260402,35.53012457428235,-1.5077449516783268
15,35.044874206934395,35.53636786977724,-0.4914936628428393
16,34.65729965825599,35.542611978531625,-0.8853123202756364
17,35.82353945084913,35.5488569005455,0.2746825503036329
18,34.76140180551619,35.55510263581887,-0.7937008303026778
19,34.32685920703925,35.56134918435173,-1.2344899773124782
20,36.84871526995919,35.56759654614409,1.2811187238151043
21,35.37649440638629,35.573844721195925,-0.19735031480962922
22,35.639119889070706,35.58009370950726,0.05902617956344887
23,34.34097585084204,35.58634351107809,-1.2453676602360497
24,35.11675099343414,35.59259412590841,-0.47584313247427773
25,35.6958026214653,35.598845553998224,0.09695706746707569
26,34.59901812995017,35.60509779534753,-1.0060796653973634
27,35.93974724069395,35.61135084995633,0.32839639073761406
28,35.092588432736775,35.61760471782462,-0.5250162850878435
29,35.368890860511236,35.6238593989524,-0.2549685384411596
30,35.10416514090501,35.630114893339666,-0.5259497524346526
31,37.255441413582275,35.63637120098644,1.6190702125958392
32,35.630830442552174,35.642628321892694,-0.011797879340517601
33,34.724344644041565,35.64888625605844,-0.9245416120168761
34,36.37412878078364,35.65514500348369,0.7189837772999508
35,34.59426918221772,35.661404564168414,-1.0671353819506912
36,35.85023191320095,35.66766493811264,0.18256697508831507
37,33.96098497499507,35.673926125316356,-1.712941150321285
38,34.519225109240594,35.680188125779566,-1.1609630165389708
39,35.85852669231096,35.686450939502265,0.1720757528086924
40,36.33820575278003,35.692714566484455,0.6454911862955739
41,35.84877145247154,35.69897900672615,0.14979244574538808
42,35.60415648047662,35.705244260227325,-0.10108777975070848
43,35.44831658616207,35.71151032698799,-0.26319374082592106
44,34.425406043058786,35.71777720700815,-1.2923711639493636
45,35.094831467192975,35.7240449002878,-0.6292134330948241
46,35.32767058618309,35.730313406826944,-0.4026428206438564
47,36.6606097555342,35.736582726625585,0.9240270289086181
48,36.04320846598316,35.742852859683715,0.30035560629944663
49,34.20805625846397,35.749123806001336,-1.5410675475373699
50,36.038676287456646,35.755395565578446,0.28328072187819636
51,35.42506899535175,35.76166813841505,-0.3365991430632964
52,35.17624625103,35.76794152451115,-0.5916952734811486
53,36.30887993753395,35.77421572386673,0.5346642136672173
54,36.68168399677833,35.780490736481816,0.9011932602965176
55,36.60079542316893,35.78676656235639,0.8140288608125439
56,35.05948595015433,35.793043201490455,-0.7335572513361248
57,35.52903914255723,35.79932065388401,-0.27028151132678047
58,36.09515518532549,35.805598919537054,0.28955626578843413
59,36.66459875582631,35.811877998449596,0.8527207573767155
60,35.39931327990009,35.81815789062163,-0.418844610721533
61,35.66215470083084,35.82443859605315,-0.16228389522231165
62,34.86367638635246,35.830720114744175,-0.9670437283917184
63,34.79140220729419,35.83700244669468,-1.045600239400494
64,36.55351171614753,35.843285591904674,0.7102261242428569
65,37.035054457421914,35.84956955037417,1.1854849070477465
66,35.79291051386139,35.855854322103156,-0.0629438082417636
67,36.73932468199503,35.86213990709163,0.8771847749034016
68,36.184531154413015,35.8684263053396,0.31610484907341674
69,35.310816480768096,35.87471351684706,-0.5638970360789595
70,36.19689624076625,35.88100154161401,0.315894699152237
71,37.231683037003855,35.887290379640454,1.3443926573634024
72,35.86226460906193,35.89358003092639,-0.0313154218644555
73,37.26752032131432,35.89987049547182,1.367649825842501
74,33.61625127381794,35.90616177327674,-2.289910499458806
75,36.63087611517851,35.91245386434115,0.7184222508373554
76,35.99483432206653,35.91874676866505,0.07608755340147552
77,35.663679153736275,35.925040486248456,-0.2613613325121818
78,36.011542807268754,35.93133501709134,0.08020779017740985
79,34.20030297051082,35.93763036119372,-1.7373273906828974
80,35.751912050579385,35.94392651855559,-0.19201446797620778
81,36.26237440252988,35.950223489176956,0.31215091335292516
82,37.24834355181997,35.95652127305781,1.291822278762158
83,35.509801592760056,35.96281987019816,-0.453018277438104
84,35.26241770603635,35.969119280598,-0.7067015745616506
85,35.53683533800087,35.97541950425733,-0.43858416625646257
86,36.78187049365832,35.98172054117615,0.8001499524821633
87,36.27538264504603,35.98802239135448,0.2873602536915522
88,35.53126341917446,35.994325054792284,-0.463061635617826
89,36.44927389102539,36.00062853148958,0.4486453595358132
90,36.09178798509063,36.00693282144637,0.08485516364426414
91,36.85992729555095,36.01323792466266,0.8466893708882894
92,35.4058815621871,36.01954384113843,-0.6136622789513283
93,35.739442176179836,36.0258505708737,-0.2864083946938631
94,35.68941767878605,36.03215811386846,-0.3427404350824128
95,34.759212911976604,36.038466470122714,-1.279253558146109
96,36.30361339087196,36.044775639636455,0.2588377512355035
97,36.27927316927085,36.05108562240969,0.22818754686116693
98,36.0618660739199,36.05739641844242,0.004469655477476121
99,35.8586561931439,36.06370802773464,-0.20505183459073714
100,34.83284958286557,36.07002045028635,-1.2371708674207802
101,35.70864900576552,36.076333686097556,-0.3676846803320324
102,35.78308211388454,36.08264773516825,-0.2995656212837127
103,35.3876946995645,36.08896259749844,-0.7012678979339352
104,35.95429896789536,36.09527827308811,-0.14097930519275426
105,36.45477427466565,36.10159476193729,0.35317951272836046
106,37.75662089925681,36.107912064045955,1.6487088352108548
107,36.26682806611388,36.11423017941411,0.1525978866997719
108,36.34567304965542,36.12054910804176,0.22512394161365656
109,36.061795922074715,36.1268688499289,-0.06507292785418428
110,34.45599785498413,36.13318940507553,-1.6771915500913916
111,36.11633508296209,36.139510773481646,-0.023175690519560317
112,36.198479981727544,36.14583295514727,0.05264702658027259
113,38.305267704068385,36.15215595007238,2.1531117539960074
114,35.99033767746802,36.15847975825697,-0.168142080788956
115,36.42838591067353,36.16480437970106,0.26358153097247633
116,36.14078837172813,36.17112981440465,-0.030341442676524687
117,35.15591846901406,36.177456062367725,-1.0215375933536663
118,37.18272075225256,36.18378312359029,0.9989376286622664
119,36.847373165964676,36.19011099807235,0.6572621678923249
120,36.887878084959446,36.1964396858139,0.6914383991455478
121,35.4078766312149,36.20276918681494,-0.7948925556000445
122,37.435277351805645,36.20909950107548,1.226177850730165
123,34.99007726793681,36.215430628595506,-1.225353360658697
124,36.73473240704251,36.221762569375024,0.5129698376674852
125,38.14276531489922,36.22809532341404,1.9146699914851815
